ID,Dispositivo,Marca,Modelo,Tipo,Componente_Fallido,Error_Especifico,Diagnostico,Severidad,Solucion_Recomendada,Estado,Costo_Estimado_USD,Tiempo_Reparacion_Horas
86,Laptop,Samsung,Galaxy Book3 Ultra,Económica,Puertos,"Puerto SD card no lee tarjetas, slot dañado","Diagnóstico general: Puerto SD card no lee tarjetas, slot dañado. Se requiere revisión técnica especializada.",Alta,Reparar soldadura de puerto dañado. Usar adaptador temporal mientras se repara.,Reparable,113.94,7.8
87,Laptop,Lenovo,ThinkPad E14,Económica,Disco Duro/SSD,Error de formato al intentar reparar disco,Diagnóstico general: Error de formato al intentar reparar disco. Se requiere revisión técnica especializada.,Alta,Respaldar datos y reemplazar disco. Ejecutar recuperación con herramientas especializadas.,Requiere reemplazo de componente,61.19,18.6
88,Laptop,Acer,Predator Helios 16,2 en 1,Batería,"Batería inflada, deformación visible del chasis","Fallo en sistema de alimentación por batería. Batería inflada, deformación visible del chasis. Reemplazo de batería necesario.",Baja,Reemplazar batería cuando sea conveniente. Funciona con limitaciones.,Garantía vigente,145.51,3.1
89,Computadora,Huawei,MateStation X,Workstation,Motherboard,"Placa no detecta disco SATA, controlador dañado","Diagnóstico general: Placa no detecta disco SATA, controlador dañado. Se requiere revisión técnica especializada.",Crítica,Reemplazo de placa madre. Evaluar costo vs equipo nuevo. Rescatar componentes reutilizables.,Requiere reemplazo de componente,246.39,8.3
90,Tablet,Samsung,Galaxy Tab S7 FE,Educacional,Puertos,"Puerto de carga suelto, conexión intermitente","Diagnóstico general: Puerto de carga suelto, conexión intermitente. Se requiere revisión técnica especializada.",Media,Limpiar puerto con aire comprimido. Verificar drivers del controlador USB.,Garantía vigente,151.81,4.1
91,Computadora,Dell,OptiPlex 5090,Workstation,BIOS,BIOS no detecta tarjeta gráfica dedicada,Fallo en firmware BIOS. BIOS no detecta tarjeta gráfica dedicada. Se recomienda reemplazo de chip BIOS.,Alta,Flashear BIOS desde USB con método de recuperación del fabricante. Verificar versión actual.,En diagnóstico,88.64,18.0
92,Computadora,Custom/Genérica,PC Workstation Xeon,Micro,Pantalla,"Pantalla parpadea constantemente, inverter defectuoso","Problema de display detectado. Pantalla parpadea constantemente, inverter defectuoso. Evaluar reemplazo de panel o componentes asociados.",Media,Reemplazar cable flex o inverter. Verificar conexión al motherboard.,En diagnóstico,187.35,4.7
93,Laptop,MSI,Raider GE78,Ultrabook,Motherboard,"Placa madre no enciende, sin luz de power","Diagnóstico general: Placa madre no enciende, sin luz de power. Se requiere revisión técnica especializada.",Crítica,Reemplazo de placa madre. Evaluar costo vs equipo nuevo. Rescatar componentes reutilizables.,En diagnóstico,153.29,21.8
94,Computadora,Huawei,MateStation S,Micro,RAM,Sistema operativo reporta memoria reservada excesiva,Diagnóstico general: Sistema operativo reporta memoria reservada excesiva. Se requiere revisión técnica especializada.,Crítica,Reemplazo inmediato de módulo RAM defectuoso. Verificar compatibilidad con placa madre.,En diagnóstico,75.43,39.8
95,Computadora,MSI,Modern AM241,SFF,Teclado,"Tecla Enter no funciona, membrana dañada","Diagnóstico general: Tecla Enter no funciona, membrana dañada. Se requiere revisión técnica especializada.",Baja,Limpiar tecla específica o reemplazar keycap. Verificar configuración de idioma.,En diagnóstico,142.0,3.1
96,Laptop,Lenovo,ThinkPad T14,Económica,RAM,"Sistema lento, RAM al 100% con pocas aplicaciones abiertas","Fallo de memoria detectado. Sistema lento, RAM al 100% con pocas aplicaciones abiertas. Se recomienda reemplazar módulo defectuoso.",Alta,Reemplazar módulo RAM dañado. Probar con módulo nuevo en slot afectado.,Reparable,89.08,23.5
97,Tablet,Huawei,MatePad 11.5 S,Educacional,Ventilación,"Ventilador siempre al 100%, sensor de temperatura defectuoso","Diagnóstico general: Ventilador siempre al 100%, sensor de temperatura defectuoso. Se requiere revisión técnica especializada.",Alta,Limpiar obstrucciones y reaplicar pasta térmica. Verificar heat pipes.,Reparable,50.99,22.2
98,Laptop,Samsung,Galaxy Book3 Ultra,Workstation,Motherboard,"Motherboard no reconoce batería, circuito de carga roto","Fallo en placa madre. Motherboard no reconoce batería, circuito de carga roto. Evaluar viabilidad de reparación vs reemplazo.",Alta,Reparación especializada de microsoldadura. Reemplazar componentes SMD dañados.,Requiere reemplazo de componente,313.14,20.9
99,Laptop,ASUS,ZenBook Pro 16,Workstation,Disco Duro/SSD,"Disco duro hace clic repetitivo, fallo mecánico inminente","Diagnóstico general: Disco duro hace clic repetitivo, fallo mecánico inminente. Se requiere revisión técnica especializada.",Baja,Ejecutar optimización de disco. Liberar espacio en SSD para mejorar rendimiento.,Reparable,122.15,2.4
100,Computadora,MSI,Modern AM241,Gaming,Batería,Batería se calienta excesivamente durante la carga,Diagnóstico: Batería defectuosa. Batería se calienta excesivamente durante la carga. Reemplazar con batería original certificada.,Baja,Reemplazar batería cuando sea conveniente. Funciona con limitaciones.,Garantía vigente,121.97,2.6
101,Tablet,Samsung,Galaxy Tab S9 Ultra,2 en 1,Pantalla,"Pantalla con dead zones, zonas que no responden al tacto","Diagnóstico: Panel o componentes de pantalla dañados. Pantalla con dead zones, zonas que no responden al tacto. Probar con monitor externo para descartar GPU.",Media,Reemplazar cable flex o inverter. Verificar conexión al motherboard.,En diagnóstico,95.27,4.5
102,Computadora,Gigabyte,B550 Vision D,Torre,Audio,"Latencia alta en audio, DPC latency excesiva","Problema de sonido. Latencia alta en audio, DPC latency excesiva. Probar con auriculares para descartar altavoces.",Baja,Actualizar drivers de audio. Verificar configuración de volumen y dispositivos.,Reparable,95.89,0.7
103,Tablet,Samsung,Galaxy Tab S6 Lite,Estándar,RAM,"Beep code 2 pitidos, error de parity check en RAM","Fallo de memoria detectado. Beep code 2 pitidos, error de parity check en RAM. Se recomienda reemplazar módulo defectuoso.",Baja,Ejecutar diagnóstico de memoria extendido. Monitorear en próximos días.,Reparable,63.25,4.0
104,Computadora,Huawei,MateStation X,Gaming,Motherboard,"Southbridge dañado, puertos SATA no responden","Fallo en conectividad de puertos. Southbridge dañado, puertos SATA no responden. Verificar controlador I/O y soldaduras.",Media,Reparar pista o componente específico. Verificar todos los circuitos de alimentación.,Reparable,266.41,2.1
105,Laptop,Toshiba,Tecra A50,Empresarial,Motherboard,"Motherboard con condensadores inflados, inestabilidad","Componente de motherboard dañado. Motherboard con condensadores inflados, inestabilidad. Se requiere microsoldadura especializada.",Baja,Limpieza profunda y rethermal. Verificar conexiones y reseat de componentes.,Reparable,471.06,1.3
106,Computadora,Custom/Genérica,PC Workstation Xeon,Mini PC,Sistema Operativo,"Windows no arranca, BCD corrupto","Diagnóstico general: Windows no arranca, BCD corrupto. Se requiere revisión técnica especializada.",Media,Restaurar sistema a punto anterior. Eliminar software problemático.,Reparable,11.17,5.4
107,Laptop,Huawei,MateBook X Pro,Premium,Pantalla,"Pantalla con bandas de color, conexión LVDS dañada","Fallo en sistema de visualización. Pantalla con bandas de color, conexión LVDS dañada. Verificar cable flex y controlador de backlight.",Media,Reemplazar cable flex o inverter. Verificar conexión al motherboard.,Garantía vigente,145.72,5.1
108,Computadora,Huawei,MateStation B515,Micro,RAM,"Pitidos continuos al encender, módulo RAM defectuoso","Problema de memoria. Pitidos continuos al encender, módulo RAM defectuoso. Revisar slots y limpieza de contactos con alcohol isopropílico.",Alta,Reemplazar módulo RAM dañado. Probar con módulo nuevo en slot afectado.,Requiere reemplazo de componente,31.77,23.4
109,Tablet,Microsoft,Surface Pro 9,Económica,Batería,"Batería no carga, indica 0% permanentemente","Fallo en sistema de alimentación por batería. Batería no carga, indica 0% permanentemente. Reemplazo de batería necesario.",Media,Calibrar batería siguiendo procedimiento del fabricante. Verificar ciclo de carga.,En diagnóstico,111.59,3.4
110,Laptop,HP,Omen 16,Económica,BIOS,BIOS legacy no soporta arranque UEFI,Error de inicialización de BIOS detectado. BIOS legacy no soporta arranque UEFI. Verificar batería CMOS y versión de firmware.,Media,Reset de CMOS y reconfiguración de BIOS. Actualizar a última versión estable.,Reparable,147.81,5.2
111,Laptop,Apple,MacBook Pro 13 M2,Empresarial,Fuente de Poder,"Voltaje inestable en riel de 12V, componentes fallan","Diagnóstico general: Voltaje inestable en riel de 12V, componentes fallan. Se requiere revisión técnica especializada.",Baja,Monitorear voltajes. Considerar reemplazo preventivo.,Reparable,36.92,1.5
112,Laptop,Samsung,Galaxy Book3 Ultra,Chromebook,Pantalla,"Pantalla con artefactos coloridos, GPU o panel defectuoso","Fallo en sistema de visualización. Pantalla con artefactos coloridos, GPU o panel defectuoso. Verificar cable flex y controlador de backlight.",Media,Reemplazar cable flex o inverter. Verificar conexión al motherboard.,Reparable,89.72,3.8
113,Computadora,Apple,iMac 24 M3,Micro,Motherboard,Motherboard con corrosión por líquido derramado,Diagnóstico: Memoria RAM con errores. Motherboard con corrosión por líquido derramado. Ejecutar MemTest86 para confirmar sector dañado.,Alta,Reparación especializada de microsoldadura. Reemplazar componentes SMD dañados.,Requiere reemplazo de componente,262.99,5.3
114,Computadora,HP,ProDesk 400 G7,Mini PC,Motherboard,Motherboard con corrosión por líquido derramado,Error de memoria RAM. Motherboard con corrosión por líquido derramado. Verificar compatibilidad y velocidad de módulos.,Alta,Reparación especializada de microsoldadura. Reemplazar componentes SMD dañados.,Requiere reemplazo de componente,100.33,16.5
115,Laptop,Lenovo,IdeaPad Gaming 3,Workstation,Ventilación,"Sistema hace throttle térmico, disipador obstruido","Diagnóstico general: Sistema hace throttle térmico, disipador obstruido. Se requiere revisión técnica especializada.",Media,Limpieza de polvo con aire comprimido. Verificar RPM del ventilador.,En diagnóstico,75.57,5.1
116,Computadora,Lenovo,ThinkStation P350,Servidor,Motherboard,BIOS chip dañado físicamente en la motherboard,Se requiere flashear la BIOS para restaurar funcionalidad. BIOS chip dañado físicamente en la motherboard,Alta,Reparación especializada de microsoldadura. Reemplazar componentes SMD dañados.,Reparable,357.86,4.7
117,Computadora,Lenovo,IdeaCentre Gaming 5,Mini PC,RAM,"Fallo en test de memoria Windows, errores detectados","Diagnóstico general: Fallo en test de memoria Windows, errores detectados. Se requiere revisión técnica especializada.",Media,Limpiar contactos con alcohol isopropílico. Reubicar módulos en slots diferentes.,En diagnóstico,87.96,2.1
118,Computadora,Lenovo,Legion Tower 7i,Servidor,BIOS,"Boot device not found, BIOS no lista ningún dispositivo arrancable","Error de inicialización de BIOS detectado. Boot device not found, BIOS no lista ningún dispositivo arrancable. Verificar batería CMOS y versión de firmware.",Media,Reset de CMOS y reconfiguración de BIOS. Actualizar a última versión estable.,Garantía vigente,144.15,3.7
119,Tablet,Lenovo,Tab M11,Económica,Disco Duro/SSD,"Sistema no arranca, sector de arranque dañado en disco","Diagnóstico general: Sistema no arranca, sector de arranque dañado en disco. Se requiere revisión técnica especializada.",Media,Ejecutar CHKDSK y reparación de sectores. Monitorear SMART diariamente.,En diagnóstico,116.58,6.7
120,Laptop,Huawei,MateBook X Pro,Empresarial,Motherboard,"Power button connector suelto, motherboard no arranca","Componente de motherboard dañado. Power button connector suelto, motherboard no arranca. Se requiere microsoldadura especializada.",Media,Reparar pista o componente específico. Verificar todos los circuitos de alimentación.,Reparable,138.52,5.3
121,Laptop,Dell,Precision 5680,Ultrabook,Pantalla,"Pantalla con manchas oscuras, daño por presión","Display con defecto. Pantalla con manchas oscuras, daño por presión. Reemplazo de panel recomendado si costo es viable.",Media,Reemplazar cable flex o inverter. Verificar conexión al motherboard.,En diagnóstico,220.67,4.1
122,Laptop,Toshiba,Satellite Pro R50,Económica,Pantalla,"Pantalla con bandas de color, conexión LVDS dañada","Problema de display detectado. Pantalla con bandas de color, conexión LVDS dañada. Evaluar reemplazo de panel o componentes asociados.",Baja,Calibrar pantalla y actualizar driver de vídeo. Ajustar perfil de color.,En diagnóstico,344.12,3.3
123,Tablet,Microsoft,Surface Pro 9,Económica,Teclado,"Tecla se queda presionada, contacto pegajoso","Diagnóstico general: Tecla se queda presionada, contacto pegajoso. Se requiere revisión técnica especializada.",Baja,Limpiar tecla específica o reemplazar keycap. Verificar configuración de idioma.,En diagnóstico,36.11,1.9
124,Computadora,Gigabyte,Aero D1 Desktop,Servidor,Puertos,"Puerto de carga suelto, conexión intermitente","Diagnóstico general: Puerto de carga suelto, conexión intermitente. Se requiere revisión técnica especializada.",Alta,Reparar soldadura de puerto dañado. Usar adaptador temporal mientras se repara.,En diagnóstico,132.09,10.3
125,Computadora,Custom/Genérica,PC Gamer RTX 3060,All-in-One,Disco Duro/SSD,"SSD con vida útil agotada, escrituras fallidas","Diagnóstico general: SSD con vida útil agotada, escrituras fallidas. Se requiere revisión técnica especializada.",Baja,Ejecutar optimización de disco. Liberar espacio en SSD para mejorar rendimiento.,Reparable,78.97,2.5
126,Laptop,Samsung,Galaxy Book3 Ultra,Ultrabook,Teclado,"Teclado repite caracteres, debounce defectuoso","Diagnóstico: Teclado defectuoso. Teclado repite caracteres, debounce defectuoso. Reemplazo del conjunto recomendado.",Baja,Limpiar tecla específica o reemplazar keycap. Verificar configuración de idioma.,Reparable,93.67,0.7
127,Tablet,Amazon,Fire HD 8,Profesional,Conectividad,"WiFi muestra redes pero no conecta, error de autenticación","Diagnóstico general: WiFi muestra redes pero no conecta, error de autenticación. Se requiere revisión técnica especializada.",Crítica,"Reemplazo de módulo WiFi/Bluetooth. Si es integrado, usar adaptador USB.",Fuera de servicio,70.84,4.2
128,Laptop,Samsung,Galaxy Book2 360,Workstation,Puertos,"Puerto Ethernet no detecta cable, LED no enciende","Diagnóstico general: Puerto Ethernet no detecta cable, LED no enciende. Se requiere revisión técnica especializada.",Alta,Reparar soldadura de puerto dañado. Usar adaptador temporal mientras se repara.,En diagnóstico,46.0,13.0
129,Laptop,Toshiba,Satellite C55,Workstation,Ventilación,"Sistema hace throttle térmico, disipador obstruido","Diagnóstico general: Sistema hace throttle térmico, disipador obstruido. Se requiere revisión técnica especializada.",Baja,Limpieza preventiva y monitoreo de temperaturas. Ajustar curva de ventilador.,En diagnóstico,77.66,0.7
130,Computadora,Custom/Genérica,PC Oficina i5-12400,Micro,RAM,"Sistema lento, RAM al 100% con pocas aplicaciones abiertas","Inestabilidad por RAM defectuosa. Sistema lento, RAM al 100% con pocas aplicaciones abiertas. Probar módulos individualmente para aislar el dañado.",Alta,Reemplazar módulo RAM dañado. Probar con módulo nuevo en slot afectado.,Requiere reemplazo de componente,97.87,23.0
